,ab,acceptance,id_guest,id_host,id_listing,m_first_message_length,message_length_level,ts_interaction_first,week_of_year,month,day_of_week
4432,0,Control 1,3579,326,2810,170.0,220.0,2013-07-19 19:25:00,29,7,4
7408,1,Treatment 0,4098,360,648,225.0,220.0,2013-07-19 20:15:00,29,7,4
4433,1,Treatment 0,229,1435,3104,246.0,220.0,2013-07-19 20:25:00,29,7,4
1516,0,Control 0,6697,193,3680,307.0,400.0,2013-07-19 20:37:00,29,7,4
7409,0,Control 0,6894,2573,2548,823.0,875.0,2013-07-19 20:41:00,29,7,4
7410,0,Control 0,9049,193,3680,128.0,70.0,2013-07-19 20:54:00,29,7,4
1517,0,Control 1,7026,1205,236,418.0,400.0,2013-07-19 21:06:00,29,7,4
7411,0,Control 0,464,1480,2356,331.0,400.0,2013-07-19 21:35:00,29,7,4
4434,0,Control 1,1379,685,3969,332.0,400.0,2013-07-19 22:04:00,29,7,4
4435,0,Control 0,5335,1135,343,228.0,220.0,2013-07-19 23:05:00,29,7,4
7413,1,Treatment 1,1399,356,1344,157.0,220.0,2013-07-20 00:51:00,29,7,5
4436,1,Treatment 0,6086,3409,2995,174.0,220.0,2013-07-20 01:36:00,29,7,5
7414,1,Treatment 0,7675,2685,4092,186.0,220.0,2013-07-20 02:02:00,29,7,5
7415,1,Treatment 0,4031,1808,875,361.0,400.0,2013-07-20 03:05:00,29,7,5
4438,1,Treatment 1,4644,114,430,947.0,875.0,2013-07-20 03:12:00,29,7,5
4439,0,Control 0,2009,1431,1015,237.0,220.0,2013-07-20 05:06:00,29,7,5
4440,1,Treatment 0,3846,736,3254,282.0,220.0,2013-07-20 05:14:00,29,7,5
7416,0,Control 0,4306,2112,2336,16.0,70.0,2013-07-20 05:42:00,29,7,5
2801,0,Control 1,640,3192,2566,0.0,0.0,2013-07-20 11:21:00,29,7,5
4441,1,Treatment 1,2201,1278,1514,778.0,875.0,2013-07-20 11:35:00,29,7,5
7417,0,Control 1,1749,733,2832,26.0,70.0,2013-07-20 13:02:00,29,7,5
1518,1,Treatment 0,3882,290,3411,389.0,400.0,2013-07-20 13:13:00,29,7,5
7418,0,Control 1,902,1819,3012,707.0,625.0,2013-07-20 13:53:00,29,7,5
8815,0,Control 0,4185,2104,1340,0.0,-50.0,2013-07-20 14:18:00,29,7,5
4442,1,Treatment 0,5513,1147,4087,777.0,875.0,2013-07-20 14:51:00,29,7,5
1519,0,Control 0,4358,1266,106,75.0,70.0,2013-07-20 15:18:00,29,7,5
4443,0,Control 0,1514,2379,1947,543.0,625.0,2013-07-20 15:44:00,29,7,5
5753,0,Control 1,5888,3202,4010,0.0,0.0,2013-07-20 17:01:00,29,7,5
1520,0,Control 1,2589,1035,3875,520.0,625.0,2013-07-20 17:45:00,29,7,5
7419,0,Control 0,1428,498,1131,675.0,625.0,2013-07-20 17:46:00,29,7,5
4444,0,Control 0,1070,83,71,233.0,220.0,2013-07-20 17:51:00,29,7,5
1521,1,Treatment 0,4854,3413,245,296.0,220.0,2013-07-20 18:17:00,29,7,5
7420,0,Control 0,7560,917,1028,409.0,400.0,2013-07-20 18:49:00,29,7,5
7421,1,Treatment 0,5265,1050,4412,408.0,400.0,2013-07-20 19:09:00,29,7,5
7422,1,Treatment 0,4046,2797,3041,450.0,400.0,2013-07-20 19:20:00,29,7,5
4445,1,Treatment 0,7008,1733,2357,271.0,220.0,2013-07-20 20:40:00,29,7,5
7423,1,Treatment 0,7886,1740,1104,161.0,220.0,2013-07-20 21:14:00,29,7,5
1522,0,Control 0,8119,758,439,212.0,220.0,2013-07-20 22:31:00,29,7,5
1523,0,Control 1,6453,930,1085,137.0,70.0,2013-07-20 22:54:00,29,7,5
4447,1,Treatment 0,4327,525,3322,258.0,220.0,2013-07-20 23:46:00,29,7,5
1525,1,Treatment 1,6050,401,3257,239.0,220.0,2013-07-21 00:59:00,29,7,6
4448,0,Control 0,1642,261,2614,191.0,220.0,2013-07-21 01:26:00,29,7,6
1526,1,Treatment 0,8985,2641,2047,215.0,220.0,2013-07-21 01:31:00,29,7,6
7424,0,Control 0,2925,3582,3629,498.0,400.0,2013-07-21 01:55:00,29,7,6
1527,1,Treatment 0,7233,18,809,225.0,220.0,2013-07-21 02:22:00,29,7,6
7425,0,Control 0,5150,2923,3481,302.0,400.0,2013-07-21 02:26:00,29,7,6
7426,0,Control 0,4412,3377,3062,380.0,400.0,2013-07-21 02:40:00,29,7,6
1528,0,Control 0,4338,2973,450,335.0,400.0,2013-07-21 03:40:00,29,7,6
7427,0,Control 0,4405,1126,1058,1314.0,1500.0,2013-07-21 04:52:00,29,7,6
1529,1,Treatment 0,1546,2795,1774,190.0,220.0,2013-07-21 05:26:00,29,7,6
5754,1,Treatment 1,1221,2789,883,140.0,140.0,2013-07-21 05:57:00,29,7,6
7429,1,Treatment 0,7808,2726,3671,274.0,220.0,2013-07-21 08:05:00,29,7,6
4449,0,Control 0,945,3588,1943,564.0,625.0,2013-07-21 08:31:00,29,7,6
7430,1,Treatment 0,8055,1110,1282,168.0,220.0,2013-07-21 10:46:00,29,7,6
7431,1,Treatment 0,3050,2967,1716,245.0,220.0,2013-07-21 12:21:00,29,7,6
4450,0,Control 1,363,1095,1638,563.0,625.0,2013-07-21 13:31:00,29,7,6
4451,0,Control 1,3541,3250,3865,560.0,625.0,2013-07-21 14:38:00,29,7,6
7432,1,Treatment 0,202,2970,3025,218.0,220.0,2013-07-21 16:40:00,29,7,6
4452,1,Treatment 0,1254,1645,661,272.0,220.0,2013-07-21 17:20:00,29,7,6
4453,0,Control 1,360,3269,2640,316.0,400.0,2013-07-21 18:31:00,29,7,6
1530,1,Treatment 1,9093,13,2269,386.0,400.0,2013-07-21 18:44:00,29,7,6
1531,0,Control 0,218,2745,1706,234.0,220.0,2013-07-21 19:27:00,29,7,6
1532,0,Control 0,4481,2966,2152,139.0,70.0,2013-07-21 19:29:00,29,7,6
1533,0,Control 0,5970,894,1383,459.0,400.0,2013-07-21 20:06:00,29,7,6
4455,0,Control 1,6447,55,968,182.0,220.0,2013-07-21 22:20:00,29,7,6
4456,0,Control 1,3817,2184,3746,368.0,400.0,2013-07-21 22:36:00,29,7,6
1534,1,Treatment 0,7836,55,968,190.0,220.0,2013-07-21 23:30:00,29,7,6
4458,0,Control 0,6422,2842,368,296.0,220.0,2013-07-22 00:58:00,30,7,0
1535,0,Control 0,2788,1419,762,233.0,220.0,2013-07-22 01:34:00,30,7,0
1537,0,Control 0,4619,2905,3980,332.0,400.0,2013-07-22 04:13:00,30,7,0
1538,1,Treatment 0,8541,84,247,732.0,625.0,2013-07-22 04:27:00,30,7,0
1539,0,Control 1,103,350,3349,184.0,220.0,2013-07-22 04:37:00,30,7,0
7433,1,Treatment 0,7535,257,3686,412.0,400.0,2013-07-22 05:49:00,30,7,0
4459,1,Treatment 0,2210,492,2961,308.0,400.0,2013-07-22 05:49:00,30,7,0
7434,0,Control 0,5499,2269,2663,99.0,70.0,2013-07-22 06:35:00,30,7,0
8817,0,Control 1,6252,2941,1579,0.0,-50.0,2013-07-22 08:04:00,30,7,0
4460,0,Control 1,7701,2742,3073,676.0,625.0,2013-07-22 08:10:00,30,7,0
4461,1,Treatment 0,8320,1173,2892,1708.0,1500.0,2013-07-22 08:23:00,30,7,0
1540,0,Control 1,467,28,1473,516.0,625.0,2013-07-22 09:27:00,30,7,0
4462,0,Control 1,5987,2200,197,183.0,220.0,2013-07-22 09:39:00,30,7,0
4463,1,Treatment 1,4091,1782,4313,313.0,400.0,2013-07-22 09:48:00,30,7,0
4464,0,Control 1,3698,1781,4084,342.0,400.0,2013-07-22 11:30:00,30,7,0
1541,1,Treatment 1,2861,1603,400,372.0,400.0,2013-07-22 12:11:00,30,7,0
1543,0,Control 1,5857,937,152,211.0,220.0,2013-07-22 12:51:00,30,7,0
1544,0,Control 1,2261,3189,1967,177.0,220.0,2013-07-22 13:56:00,30,7,0
1545,0,Control 0,7757,3184,1844,639.0,625.0,2013-07-22 14:30:00,30,7,0
1546,0,Control 0,810,1954,1521,237.0,220.0,2013-07-22 14:57:00,30,7,0
4465,0,Control 0,8512,2081,4247,82.0,70.0,2013-07-22 15:19:00,30,7,0
7436,0,Control 0,7271,2406,2529,296.0,220.0,2013-07-22 15:37:00,30,7,0
4466,0,Control 0,6381,1403,4228,150.0,220.0,2013-07-22 15:38:00,30,7,0
4467,1,Treatment 0,2039,2887,2618,357.0,400.0,2013-07-22 15:42:00,30,7,0
4468,0,Control 1,297,1619,3204,270.0,220.0,2013-07-22 15:48:00,30,7,0
4469,0,Control 0,4608,262,836,37.0,70.0,2013-07-22 16:30:00,30,7,0
4470,1,Treatment 1,2073,908,1249,252.0,220.0,2013-07-22 16:49:00,30,7,0
4471,1,Treatment 1,1402,1295,4405,331.0,400.0,2013-07-22 17:05:00,30,7,0
7437,0,Control 1,3761,3075,3543,212.0,220.0,2013-07-22 17:07:00,30,7,0
1547,0,Control 1,1709,1294,135,352.0,400.0,2013-07-22 18:00:00,30,7,0
7438,1,Treatment 0,8723,55,968,192.0,220.0,2013-07-22 18:02:00,30,7,0
4472,1,Treatment 0,1774,3498,2264,436.0,400.0,2013-07-22 18:04:00,30,7,0
4473,1,Treatment 1,2255,1743,3597,406.0,400.0,2013-07-22 19:34:00,30,7,0
1548,1,Treatment 1,924,2869,1778,316.0,400.0,2013-07-22 19:38:00,30,7,0
1549,1,Treatment 1,1328,1740,1104,312.0,400.0,2013-07-22 20:03:00,30,7,0
1550,0,Control 0,4931,2246,1459,495.0,400.0,2013-07-22 20:31:00,30,7,0
1551,1,Treatment 0,7383,2625,4434,399.0,400.0,2013-07-22 21:23:00,30,7,0
4474,0,Control 0,5724,2049,4124,234.0,220.0,2013-07-22 22:06:00,30,7,0
7439,1,Treatment 1,4302,2393,1920,449.0,400.0,2013-07-22 22:35:00,30,7,0
7440,0,Control 0,709,2165,440,205.0,220.0,2013-07-22 22:42:00,30,7,0
4475,1,Treatment 0,7406,1206,408,221.0,220.0,2013-07-22 23:00:00,30,7,0
1552,1,Treatment 0,7417,833,3628,358.0,400.0,2013-07-23 00:01:00,30,7,1
7442,1,Treatment 0,2539,2072,1617,301.0,400.0,2013-07-23 00:18:00,30,7,1
4476,0,Control 0,5205,3409,2995,272.0,220.0,2013-07-23 01:47:00,30,7,1
4477,0,Control 0,6274,1515,3914,220.0,220.0,2013-07-23 01:56:00,30,7,1
1554,0,Control 0,1499,569,4051,141.0,140.0,2013-07-23 02:05:00,30,7,1
1555,0,Control 0,7659,1584,2654,255.0,220.0,2013-07-23 02:49:00,30,7,1
7443,1,Treatment 1,6903,2670,1825,257.0,220.0,2013-07-23 03:58:00,30,7,1
4478,0,Control 1,3563,812,3118,672.0,625.0,2013-07-23 04:19:00,30,7,1
7444,0,Control 1,1005,2375,3846,333.0,400.0,2013-07-23 04:43:00,30,7,1
2804,1,Treatment 1,6172,1277,748,150.0,220.0,2013-07-23 05:24:00,30,7,1
7445,1,Treatment 0,8566,882,2368,365.0,400.0,2013-07-23 06:41:00,30,7,1
4479,0,Control 0,261,3593,1284,526.0,625.0,2013-07-23 07:38:00,30,7,1
1556,0,Control 1,1671,1547,447,382.0,400.0,2013-07-23 10:02:00,30,7,1
1557,1,Treatment 0,5308,1614,1408,645.0,625.0,2013-07-23 10:31:00,30,7,1
7446,1,Treatment 0,2937,1241,2682,366.0,400.0,2013-07-23 11:34:00,30,7,1
1558,1,Treatment 0,3074,1884,3241,371.0,400.0,2013-07-23 11:49:00,30,7,1
4480,1,Treatment 1,870,161,848,297.0,220.0,2013-07-23 12:11:00,30,7,1
7447,1,Treatment 0,1599,1450,2540,309.0,400.0,2013-07-23 12:30:00,30,7,1
7448,1,Treatment 1,7194,564,2615,470.0,400.0,2013-07-23 12:48:00,30,7,1
7449,0,Control 0,8916,969,2128,300.0,220.0,2013-07-23 13:21:00,30,7,1
4481,0,Control 1,890,881,2779,829.0,875.0,2013-07-23 16:23:00,30,7,1
1559,0,Control 1,6625,3501,1389,182.0,220.0,2013-07-23 16:55:00,30,7,1
8818,1,Treatment 0,3832,1240,1458,140.0,140.0,2013-07-23 17:35:00,30,7,1
7451,0,Control 0,1361,2873,4325,172.0,220.0,2013-07-23 18:11:00,30,7,1
7452,0,Control 1,5884,145,1762,777.0,875.0,2013-07-23 19:40:00,30,7,1
1560,1,Treatment 0,7903,1019,3589,293.0,220.0,2013-07-23 19:58:00,30,7,1
7453,0,Control 1,4846,709,2050,75.0,70.0,2013-07-23 20:24:00,30,7,1
7454,1,Treatment 1,448,1336,4159,277.0,220.0,2013-07-23 21:05:00,30,7,1
4482,0,Control 0,6244,2426,1669,1652.0,1500.0,2013-07-23 22:29:00,30,7,1
4483,0,Control 1,6465,2489,3930,135.0,70.0,2013-07-23 23:02:00,30,7,1
7455,0,Control 0,1592,2748,373,496.0,400.0,2013-07-23 23:18:00,30,7,1
1563,0,Control 0,6372,3380,138,986.0,875.0,2013-07-23 23:26:00,30,7,1
7456,0,Control 0,3389,3504,2846,247.0,220.0,2013-07-23 23:31:00,30,7,1
5757,0,Control 0,4090,2469,1811,0.0,0.0,2013-07-23 23:39:00,30,7,1
7457,1,Treatment 1,3576,2378,3777,370.0,400.0,2013-07-24 00:30:00,30,7,2
1564,0,Control 1,4060,1106,936,255.0,220.0,2013-07-24 01:13:00,30,7,2
4484,0,Control 0,6416,497,3665,618.0,625.0,2013-07-24 01:43:00,30,7,2
1565,1,Treatment 0,5630,2320,4079,238.0,220.0,2013-07-24 02:17:00,30,7,2
1566,0,Control 1,7726,3611,2908,433.0,400.0,2013-07-24 04:26:00,30,7,2
4485,1,Treatment 0,2293,2160,1861,165.0,220.0,2013-07-24 05:05:00,30,7,2
7458,0,Control 0,8846,2328,4074,277.0,220.0,2013-07-24 05:08:00,30,7,2
7459,1,Treatment 0,7250,3414,1887,233.0,220.0,2013-07-24 05:43:00,30,7,2
4486,1,Treatment 0,3573,957,3332,511.0,625.0,2013-07-24 05:52:00,30,7,2
4487,1,Treatment 0,1804,216,2040,312.0,400.0,2013-07-24 06:13:00,30,7,2
7460,1,Treatment 0,780,2726,3671,238.0,220.0,2013-07-24 08:02:00,30,7,2
7461,1,Treatment 0,1636,1218,603,166.0,220.0,2013-07-24 08:11:00,30,7,2
4488,1,Treatment 1,6624,2734,1949,163.0,220.0,2013-07-24 09:20:00,30,7,2
1568,1,Treatment 0,8652,1531,731,188.0,220.0,2013-07-24 09:59:00,30,7,2
7462,0,Control 0,7048,3026,2776,177.0,220.0,2013-07-24 14:51:00,30,7,2
4489,1,Treatment 0,7107,2426,1669,572.0,625.0,2013-07-24 14:53:00,30,7,2
1569,0,Control 1,5422,22,3007,408.0,400.0,2013-07-24 15:10:00,30,7,2
7463,1,Treatment 0,5977,1539,453,602.0,625.0,2013-07-24 15:26:00,30,7,2
7464,0,Control 0,4215,589,1818,261.0,220.0,2013-07-24 15:47:00,30,7,2
4490,0,Control 0,422,3398,2715,206.0,220.0,2013-07-24 16:21:00,30,7,2
7465,1,Treatment 0,1030,304,3229,439.0,400.0,2013-07-24 16:35:00,30,7,2
1570,1,Treatment 0,5958,727,4032,184.0,220.0,2013-07-24 16:46:00,30,7,2
4491,0,Control 0,2468,1992,1928,222.0,220.0,2013-07-24 17:04:00,30,7,2
4492,1,Treatment 0,7533,1653,4267,444.0,400.0,2013-07-24 17:09:00,30,7,2
1571,1,Treatment 0,6066,1324,263,173.0,220.0,2013-07-24 17:36:00,30,7,2
7467,1,Treatment 0,324,515,455,332.0,400.0,2013-07-24 18:09:00,30,7,2
7468,1,Treatment 0,7605,609,3979,165.0,220.0,2013-07-24 18:10:00,30,7,2
7469,1,Treatment 0,5011,3523,1603,170.0,220.0,2013-07-24 18:27:00,30,7,2
1572,0,Control 0,8315,3116,2551,183.0,220.0,2013-07-24 18:32:00,30,7,2
4493,0,Control 0,3395,2160,1861,284.0,220.0,2013-07-24 18:37:00,30,7,2
1573,0,Control 0,936,2994,77,121.0,70.0,2013-07-24 19:59:00,30,7,2
5758,1,Treatment 0,5860,2904,1048,140.0,140.0,2013-07-24 20:46:00,30,7,2
1574,1,Treatment 0,5515,1419,762,461.0,400.0,2013-07-24 22:06:00,30,7,2
1575,1,Treatment 1,5544,1502,1195,418.0,400.0,2013-07-24 23:01:00,30,7,2
1576,0,Control 0,6500,1873,1846,251.0,220.0,2013-07-24 23:49:00,30,7,2
7470,0,Control 0,4723,2418,1517,299.0,220.0,2013-07-25 03:11:00,30,7,3
1577,0,Control 1,7255,3566,628,235.0,220.0,2013-07-25 03:12:00,30,7,3
1578,1,Treatment 1,6856,1517,1029,334.0,400.0,2013-07-25 03:28:00,30,7,3
4495,0,Control 0,3944,2659,294,230.0,220.0,2013-07-25 04:30:00,30,7,3
7471,1,Treatment 0,5485,1232,3891,174.0,220.0,2013-07-25 04:37:00,30,7,3
7472,0,Control 1,905,1999,3737,81.0,70.0,2013-07-25 04:51:00,30,7,3
7473,1,Treatment 0,5604,2625,4434,188.0,220.0,2013-07-25 05:01:00,30,7,3
7474,1,Treatment 0,2713,530,4265,529.0,625.0,2013-07-25 05:32:00,30,7,3
1579,1,Treatment 1,4070,3480,3861,305.0,400.0,2013-07-25 13:29:00,30,7,3
1580,0,Control 1,3905,51,4439,809.0,875.0,2013-07-25 14:37:00,30,7,3
7476,1,Treatment 1,773,1825,597,818.0,875.0,2013-07-25 16:12:00,30,7,3
7477,0,Control 0,9070,1868,169,256.0,220.0,2013-07-25 17:36:00,30,7,3
4496,0,Control 0,4607,2226,1576,400.0,400.0,2013-07-25 18:18:00,30,7,3
4497,1,Treatment 0,4523,996,1856,408.0,400.0,2013-07-25 20:16:00,30,7,3
7478,1,Treatment 0,5835,1128,3983,358.0,400.0,2013-07-25 20:45:00,30,7,3
7479,1,Treatment 0,4831,2176,14,321.0,400.0,2013-07-25 20:47:00,30,7,3
7480,0,Control 1,7020,441,3346,382.0,400.0,2013-07-25 20:58:00,30,7,3
4498,0,Control 1,3042,668,867,309.0,400.0,2013-07-25 21:25:00,30,7,3
7481,0,Control 0,8100,2904,1048,230.0,220.0,2013-07-25 23:15:00,30,7,3
4500,0,Control 1,25,1452,3824,136.0,70.0,2013-07-26 01:32:00,30,7,4
1582,0,Control 0,5305,818,2670,343.0,400.0,2013-07-26 01:48:00,30,7,4
7482,1,Treatment 1,889,2509,1289,555.0,625.0,2013-07-26 05:06:00,30,7,4
4501,1,Treatment 0,4848,3154,3784,221.0,220.0,2013-07-26 05:13:00,30,7,4
2803,1,Treatment 1,4710,204,1878,150.0,220.0,2013-07-26 05:43:00,30,7,4
4502,0,Control 0,5601,3360,3505,322.0,400.0,2013-07-26 06:27:00,30,7,4
4503,0,Control 0,7721,56,2377,211.0,220.0,2013-07-26 13:37:00,30,7,4
7483,0,Control 1,1556,840,724,393.0,400.0,2013-07-26 14:20:00,30,7,4
4504,0,Control 0,636,209,942,407.0,400.0,2013-07-26 15:13:00,30,7,4
1583,1,Treatment 0,8091,1136,3767,1028.0,1500.0,2013-07-26 15:55:00,30,7,4
7484,0,Control 0,6593,3459,3106,491.0,400.0,2013-07-26 16:09:00,30,7,4
7485,1,Treatment 0,6402,3279,1193,205.0,220.0,2013-07-26 16:20:00,30,7,4
1584,1,Treatment 0,4276,709,2050,320.0,400.0,2013-07-26 17:10:00,30,7,4
4505,0,Control 0,2941,196,1255,93.0,70.0,2013-07-26 17:52:00,30,7,4
1585,0,Control 0,3663,2454,635,353.0,400.0,2013-07-26 18:16:00,30,7,4
7487,1,Treatment 0,4868,3608,3587,265.0,220.0,2013-07-26 18:25:00,30,7,4
7488,1,Treatment 0,3123,1159,1020,351.0,400.0,2013-07-26 18:28:00,30,7,4
7489,0,Control 1,6138,1662,4166,319.0,400.0,2013-07-26 19:01:00,30,7,4
4506,1,Treatment 0,5592,2193,3472,268.0,220.0,2013-07-26 19:11:00,30,7,4
4507,1,Treatment 1,445,994,1601,335.0,400.0,2013-07-26 19:44:00,30,7,4
7490,1,Treatment 0,5064,984,3163,149.0,220.0,2013-07-26 20:04:00,30,7,4
4509,1,Treatment 0,6715,2110,1343,708.0,625.0,2013-07-26 21:49:00,30,7,4
4510,0,Control 0,4061,202,315,396.0,400.0,2013-07-26 22:07:00,30,7,4
1586,0,Control 0,926,2056,4384,233.0,220.0,2013-07-26 22:44:00,30,7,4
7491,1,Treatment 0,3961,2731,259,738.0,625.0,2013-07-27 01:10:00,30,7,5
1587,1,Treatment 0,7415,2448,2216,245.0,220.0,2013-07-27 01:50:00,30,7,5
4511,0,Control 1,410,2789,663,245.0,220.0,2013-07-27 03:05:00,30,7,5
1588,0,Control 1,1358,2171,3397,248.0,220.0,2013-07-27 04:20:00,30,7,5
4512,1,Treatment 0,7737,83,71,161.0,220.0,2013-07-27 05:38:00,30,7,5
5759,0,Control 1,8887,520,2030,0.0,-50.0,2013-07-27 06:48:00,30,7,5
4513,1,Treatment 0,1220,1699,1384,224.0,220.0,2013-07-27 07:04:00,30,7,5
7492,0,Control 0,6734,368,3682,293.0,220.0,2013-07-27 10:02:00,30,7,5
4514,0,Control 1,252,2328,4074,513.0,625.0,2013-07-27 12:19:00,30,7,5
1589,1,Treatment 0,6683,975,1756,224.0,220.0,2013-07-27 17:57:00,30,7,5
1590,0,Control 0,8549,1954,1521,99.0,70.0,2013-07-27 18:13:00,30,7,5
1591,0,Control 1,1174,91,1536,239.0,220.0,2013-07-27 18:47:00,30,7,5
4516,0,Control 1,6786,1438,3239,156.0,220.0,2013-07-27 19:45:00,30,7,5
4517,1,Treatment 0,3632,3297,858,437.0,400.0,2013-07-27 19:45:00,30,7,5
5760,0,Control 1,4685,3156,3419,0.0,-50.0,2013-07-27 20:11:00,30,7,5
1592,0,Control 0,3051,652,3124,603.0,625.0,2013-07-27 20:17:00,30,7,5
4518,0,Control 0,4305,2721,2815,693.0,625.0,2013-07-27 20:24:00,30,7,5
7494,0,Control 0,8493,2110,1343,242.0,220.0,2013-07-27 21:19:00,30,7,5
1593,1,Treatment 0,3201,509,4443,331.0,400.0,2013-07-28 02:44:00,30,7,6
4519,0,Control 0,6601,3367,275,199.0,220.0,2013-07-28 04:01:00,30,7,6
1594,0,Control 1,2248,3509,3955,65.0,70.0,2013-07-28 04:24:00,30,7,6
1595,0,Control 0,2767,2092,3580,253.0,220.0,2013-07-28 05:22:00,30,7,6
4520,0,Control 0,7592,1895,3826,512.0,625.0,2013-07-28 05:34:00,30,7,6
4521,1,Treatment 0,5433,2546,662,792.0,875.0,2013-07-28 06:37:00,30,7,6
7496,0,Control 1,7091,3297,858,205.0,220.0,2013-07-28 07:58:00,30,7,6
7497,1,Treatment 0,158,1757,182,164.0,220.0,2013-07-28 12:47:00,30,7,6
1596,0,Control 1,6295,771,4305,779.0,875.0,2013-07-28 14:06:00,30,7,6
7499,1,Treatment 1,4235,1454,2420,189.0,220.0,2013-07-28 15:50:00,30,7,6
1598,0,Control 0,5337,1927,3745,493.0,400.0,2013-07-28 16:26:00,30,7,6
7500,1,Treatment 0,1206,1478,3424,230.0,220.0,2013-07-28 17:16:00,30,7,6
1599,0,Control 0,3577,2358,2252,165.0,220.0,2013-07-28 17:40:00,30,7,6
4522,0,Control 0,364,2841,2502,277.0,220.0,2013-07-28 18:01:00,30,7,6
4523,0,Control 0,4924,1496,1216,657.0,625.0,2013-07-28 18:43:00,30,7,6
7501,0,Control 0,8292,838,3565,75.0,70.0,2013-07-28 18:46:00,30,7,6
1600,0,Control 0,543,222,4234,276.0,220.0,2013-07-28 19:03:00,30,7,6
1601,1,Treatment 0,5617,1247,773,319.0,400.0,2013-07-28 19:21:00,30,7,6
1602,0,Control 1,1382,2483,2473,186.0,220.0,2013-07-28 20:21:00,30,7,6
7502,1,Treatment 1,7706,1977,3342,182.0,220.0,2013-07-28 20:28:00,30,7,6
1603,1,Treatment 1,3015,1385,1291,223.0,220.0,2013-07-28 20:55:00,30,7,6
4525,0,Control 0,6904,317,1854,1052.0,1500.0,2013-07-28 22:01:00,30,7,6
7503,1,Treatment 0,6472,3367,275,423.0,400.0,2013-07-28 22:19:00,30,7,6
1604,0,Control 0,8469,2501,763,168.0,220.0,2013-07-28 23:05:00,30,7,6
7504,0,Control 0,4011,370,1423,287.0,220.0,2013-07-29 01:08:00,31,7,0
5756,0,Control 1,3245,984,1618,0.0,-50.0,2013-07-29 01:35:00,31,7,0
7505,0,Control 1,6488,658,3354,221.0,220.0,2013-07-29 02:05:00,31,7,0
1605,0,Control 0,5244,1998,1415,355.0,400.0,2013-07-29 02:24:00,31,7,0
7506,0,Control 1,8448,1007,2769,255.0,220.0,2013-07-29 02:25:00,31,7,0
4526,0,Control 0,3359,666,3728,21.0,70.0,2013-07-29 02:29:00,31,7,0
7507,1,Treatment 1,1904,1340,3351,298.0,220.0,2013-07-29 03:30:00,31,7,0
4527,1,Treatment 0,5251,1454,1519,176.0,220.0,2013-07-29 03:52:00,31,7,0
4528,0,Control 0,4920,2557,831,267.0,220.0,2013-07-29 07:00:00,31,7,0
7508,1,Treatment 0,430,1290,2082,267.0,220.0,2013-07-29 08:41:00,31,7,0
7509,1,Treatment 0,4541,1483,2237,388.0,400.0,2013-07-29 10:23:00,31,7,0
7510,0,Control 0,6317,525,3322,250.0,220.0,2013-07-29 11:17:00,31,7,0
1606,1,Treatment 0,5021,1360,3355,344.0,400.0,2013-07-29 12:12:00,31,7,0
4529,1,Treatment 1,8522,2763,1039,210.0,220.0,2013-07-29 12:12:00,31,7,0
4530,1,Treatment 0,1192,316,2303,505.0,625.0,2013-07-29 12:35:00,31,7,0
1607,0,Control 0,5875,2409,1990,428.0,400.0,2013-07-29 13:19:00,31,7,0
1608,1,Treatment 0,2019,127,2855,336.0,400.0,2013-07-29 13:20:00,31,7,0
7511,1,Treatment 0,6089,2777,3902,307.0,400.0,2013-07-29 15:16:00,31,7,0
7512,0,Control 0,4659,1500,3601,176.0,220.0,2013-07-29 15:23:00,31,7,0
2806,1,Treatment 0,5183,1781,4084,140.0,140.0,2013-07-29 16:41:00,31,7,0
7513,0,Control 1,4729,2634,4324,425.0,400.0,2013-07-29 17:03:00,31,7,0
7514,0,Control 0,8886,1895,3826,894.0,875.0,2013-07-29 17:30:00,31,7,0
4531,0,Control 0,2496,2830,1097,348.0,400.0,2013-07-29 21:05:00,31,7,0
1610,0,Control 1,6028,556,2593,459.0,400.0,2013-07-29 21:18:00,31,7,0
4532,0,Control 1,2478,3614,3621,79.0,70.0,2013-07-29 21:24:00,31,7,0
1611,0,Control 0,1441,256,1958,280.0,220.0,2013-07-29 21:46:00,31,7,0
4533,0,Control 0,7172,3109,452,94.0,70.0,2013-07-30 01:17:00,31,7,1
7518,0,Control 0,3918,1553,1112,362.0,400.0,2013-07-30 01:28:00,31,7,1
7519,1,Treatment 0,3682,2955,1766,211.0,220.0,2013-07-30 01:42:00,31,7,1
1612,0,Control 0,6823,975,1756,435.0,400.0,2013-07-30 01:48:00,31,7,1
7520,1,Treatment 0,7940,1976,4402,224.0,220.0,2013-07-30 02:49:00,31,7,1
4534,0,Control 0,6838,2112,2336,285.0,220.0,2013-07-30 03:12:00,31,7,1
4535,0,Control 0,2430,2187,3725,469.0,400.0,2013-07-30 03:23:00,31,7,1
1613,0,Control 0,6855,1388,2153,379.0,400.0,2013-07-30 03:26:00,31,7,1
7521,0,Control 0,7771,2271,3040,249.0,220.0,2013-07-30 03:32:00,31,7,1
4536,0,Control 1,4942,3143,1898,576.0,625.0,2013-07-30 03:48:00,31,7,1
4537,1,Treatment 0,4518,1865,3136,274.0,220.0,2013-07-30 04:42:00,31,7,1
4538,0,Control 1,864,116,41,73.0,70.0,2013-07-30 05:55:00,31,7,1
1614,1,Treatment 1,2047,2872,1352,172.0,220.0,2013-07-30 06:17:00,31,7,1
